A11,0.000000,-0.000654,0.020491,-0.002533,-0.004286,-0.006777,0.671146,-0.191782,-0.004073,-0.008723,0.033066,0.035767,0.064078,0.045395,0.061772,0.062714,0.065420,0.066680,0.068345,0.073242,0.067851,0.066895,0.075936,0.045988,0.238488,0.236227,0.309366,0.229726,0.223664,0.215046,0.216359,0.216359,0.224402,0.208317,0.193152,0.195471,0.187579,0.174821,0.146549,0.149070,0.134785,0.137762,0.155078,0.160302,0.140526,0.138269,0.163176,0.208803,0.112757,0.112674,0.115387,0.112432,0.112208,0.111888,0.111937,0.111937,0.112235,0.111638,0.112364,0.109874,0.109836,0.115003,0.120683,0.118710,0.123837,0.126545,0.112950,0.107941,0.124481,0.124228,0.105186,0.118658,0.102016
AB1,0.000000,0.000654,-0.020491,0.002533,0.004286,0.006777,0.328854,0.191782,0.004073,0.008723,-0.033066,-0.035767,-0.064078,-0.045395,-0.061772,-0.062714,-0.065420,-0.066680,-0.068345,-0.073242,-0.067851,-0.066895,-0.075936,-0.045988,-0.238488,-0.236227,-0.309366,-0.229726,-0.223664,-0.215046,-0.216359,-0.216359,-0.224402,-0.208317,-0.193152,-0.195471,-0.187579,-0.174821,-0.146549,-0.149070,-0.134785,-0.137762,-0.155078,-0.160302,-0.140526,-0.138269,-0.163176,-0.208803,-0.112757,-0.112674,-0.115387,-0.112432,-0.112208,-0.111888,-0.111937,-0.111937,-0.112235,-0.111638,-0.112364,-0.109874,-0.109836,-0.115003,-0.120683,-0.118710,-0.123837,-0.126545,-0.112950,-0.107941,-0.124481,-0.124228,-0.105186,-0.118658,-0.102016
A12-1,0.000000,-0.002257,-0.037553,-0.053321,0.028831,0.043988,0.318521,0.387917,-0.095137,0.058681,-0.001770,0.000244,0.013119,0.001662,0.004054,0.006482,0.007308,0.007693,0.010914,0.014769,0.008051,0.007759,0.016888,-0.011854,0.099321,0.098172,0.135362,0.094866,0.091783,0.087401,0.088069,0.088069,0.092158,0.083979,0.076328,0.077387,0.073386,0.067162,0.053251,0.054285,0.047053,0.048622,0.057061,0.059475,0.050078,0.048889,0.060803,0.084646,0.032902,0.032855,0.034357,0.032722,0.032597,0.032420,0.032447,0.032447,0.032612,0.032282,0.032684,0.031306,0.031285,0.034144,0.037288,0.036195,0.039033,0.040532,0.033008,0.030236,0.039389,0.039249,0.028712,0.036167,0.026957
A13-2,0.000000,0.001603,0.058044,0.050788,-0.033117,-0.050765,0.352625,0.420301,0.091065,-0.067403,0.034836,0.035523,0.050959,0.043733,0.057718,0.056232,0.058112,0.058987,0.057431,0.058474,0.059800,0.059137,0.059047,0.057842,0.139167,0.138055,0.174004,0.134860,0.131881,0.127645,0.128290,0.128290,0.132243,0.124337,0.116824,0.118084,0.114193,0.107659,0.093299,0.094785,0.087731,0.089140,0.098017,0.100827,0.090448,0.089380,0.102373,0.124156,0.079856,0.079818,0.081030,0.079711,0.079610,0.079468,0.079489,0.079489,0.079623,0.079356,0.079680,0.078568,0.078551,0.080859,0.083396,0.082514,0.084804,0.086014,0.079942,0.077705,0.085092,0.084979,0.076474,0.082491,0.075059
A14,0.000000,0.005599,0.037227,0.109255,-0.048992,-0.074321,-0.016232,0.010737,0.194139,-0.099712,-0.279732,-0.059302,-0.151127,-0.219205,-0.118105,-0.134180,-0.128249,-0.125487,-0.128029,-0.122680,-0.122922,-0.125016,-0.119738,-0.058713,-0.100731,-0.101156,-0.087415,-0.102377,-0.103516,-0.105135,-0.104888,-0.104888,-0.103377,-0.106399,-0.109380,-0.108681,-0.110190,-0.113163,-0.120721,-0.118477,-0.119354,-0.119700,-0.116737,-0.115224,-0.120021,-0.119759,-0.114392,-0.107986,-0.118903,-0.118911,-0.118668,-0.118932,-0.118952,-0.118981,-0.118977,-0.118977,-0.118950,-0.119003,-0.118938,-0.119161,-0.119165,-0.118702,-0.118194,-0.118371,-0.117912,-0.117669,-0.118886,-0.119334,-0.117854,-0.117877,-0.119581,-0.118375,-0.119864
A15,0.000000,0.005233,0.048709,0.107836,-0.051393,-0.078118,-0.024431,0.004500,0.191857,-0.104600,-0.061584,-0.290412,-0.165608,-0.075775,-0.083494,-0.095710,-0.092546,-0.091073,-0.122807,-0.146370,-0.089705,-0.090822,-0.159330,-0.032946,-0.114063,-0.114487,-0.100791,-0.115704,-0.116839,-0.118453,-0.118207,-0.118207,-0.116701,-0.119713,-0.123304,-0.121368,-0.122994,-0.128672,-0.138555,-0.136213,-0.141171,-0.140509,-0.131599,-0.127587,-0.139894,-0.140396,-0.125380,-0.124115,-0.106511,-0.106480,-0.107495,-0.106389,-0.106305,-0.106186,-0.106204,-0.106204,-0.106316,-0.106092,-0.106364,-0.105432,-0.105418,-0.107351,-0.109477,-0.108739,-0.110658,-0.111671,-0.106583,-0.104708,-0.110899,-0.110804,-0.103677,-0.108719,-0.102491
A16,0.000000,-0.001984,-0.150551,-0.095245,0.072694,0.111802,-0.083222,-0.052875,-0.171616,0.147953,-0.351635,-0.128600,-0.225456,-0.301846,-0.223516,-0.231903,-0.228041,-0.226243,-0.219401,-0.208529,-0.224572,-0.225936,-0.202550,-0.195618,-0.178999,-0.179499,-0.163318,-0.180937,-0.182278,-0.184185,-0.183895,-0.183895,-0.182115,-0.185674,-0.188925,-0.188620,-0.190346,-0.192712,-0.199386,-0.198031,-0.199258,-0.199290,-0.197186,-0.196452,-0.199320,-0.199296,-0.196048,-0.185595,-0.211135,-0.211160,-0.210348,-0.211232,-0.211299,-0.211395,-0.211381,-0.211381,-0.211291,-0.211470,-0.211253,-0.211998,-0.212009,-0.210463,-0.208763,-0.209354,-0.207820,-0.207009,-0.211077,-0.212576,-0.207627,-0.207703,-0.213401,-0.209369,-0.214349
A17,0.000000,-0.002350,-0.139070,-0.096664,0.070292,0.108005,-0.091420,-0.059112,-0.173898,0.143065,-0.133488,-0.359710,-0.239937,-0.158416,-0.188905,-0.193433,-0.192339,-0.191829,-0.214180,-0.232220,-0.191356,-0.191742,-0.242142,-0.169850,-0.192331,-0.192830,-0.176693,-0.194264,-0.195602,-0.197503,-0.197213,-0.197213,-0.195439,-0.198988,-0.202849,-0.201307,-0.203150,-0.208221,-0.217220,-0.215768,-0.221075,-0.220100,-0.212049,-0.208815,-0.219194,-0.219933,-0.207037,-0.201724,-0.198743,-0.198729,-0.199175,-0.198689,-0.198652,-0.198600,-0.198608,-0.198608,-0.198657,-0.198559,-0.198678,-0.198268,-0.198262,-0.199112,-0.200047,-0.199722,-0.200565,-0.201011,-0.198774,-0.197950,-0.200671,-0.200630,-0.197497,-0.199713,-0.196976
A18,0.000000,0.000597,-0.018701,0.002312,0.003911,0.006185,-0.086874,-0.047463,0.003717,0.007961,0.228774,-0.178326,-0.381457,0.110661,-0.056375,-0.055259,-0.060270,-0.062604,-0.113998,-0.165074,-0.064771,-0.063002,-0.193167,-0.041971,-0.204102,-0.204523,-0.190894,-0.205735,-0.206865,-0.208471,-0.208226,-0.208226,-0.206727,-0.209725,-0.214833,-0.209836,-0.211758,-0.224131,-0.252153,-0.237192,-0.233318,-0.238084,-0.225469,-0.215276,-0.242510,-0.238897,-0.209670,-0.228730,-0.133031,-0.132904,-0.137028,-0.132537,-0.132195,-0.131709,-0.131784,-0.131784,-0.132237,-0.131330,-0.132433,-0.128648,-0.128590,-0.136444,-0.145079,-0.142079,-0.149872,-0.153989,-0.133323,-0.125710,-0.150852,-0.150467,-0.121522,-0.142000,-0.116704
A19,0.000000,0.003019,-0.094623,0.011698,0.019791,0.031296,-0.012580,0.005326,0.018806,0.040280,0.139859,-0.009576,0.004873,-0.631712,-0.285245,-0.310823,-0.296020,-0.289125,-0.233432,-0.166135,-0.282723,-0.287950,-0.129121,-0.212360,-0.075628,-0.076131,-0.059839,-0.077580,-0.078930,-0.080850,-0.080557,-0.080557,-0.078766,-0.082349,-0.083471,-0.087465,-0.088777,-0.081743,-0.067954,-0.079316,-0.085294,-0.080906,-0.088454,-0.096400,-0.076832,-0.080158,-0.100770,-0.064851,-0.197007,-0.197167,-0.191988,-0.197627,-0.198056,-0.198667,-0.198574,-0.198574,-0.198004,-0.199143,-0.197758,-0.202511,-0.202583,-0.192721,-0.181878,-0.185645,-0.175859,-0.170689,-0.196640,-0.206201,-0.174629,-0.175112,-0.211459,-0.185744,-0.217510
A20,0.000000,0.001238,-0.038793,0.004796,0.008114,0.012831,-0.072527,-0.036548,0.007710,0.016514,-0.152984,0.226116,-0.356115,-0.140341,-0.116945,-0.122581,-0.122749,-0.122828,-0.123135,-0.123616,-0.122900,-0.122841,-0.123881,-0.087063,-0.180771,-0.181194,-0.167487,-0.182413,-0.183549,-0.185164,-0.184918,-0.184918,-0.183411,-0.186425,-0.190466,-0.187634,-0.189350,-0.196989,-0.220943,-0.206153,-0.195137,-0.201668,-0.199460,-0.193640,-0.207731,-0.202781,-0.190439,-0.200504,-0.154717,-0.154658,-0.156580,-0.154487,-0.154328,-0.154101,-0.154136,-0.154136,-0.154347,-0.153924,-0.154438,-0.152674,-0.152647,-0.156308,-0.160333,-0.158935,-0.162567,-0.164486,-0.154853,-0.151305,-0.163024,-0.162844,-0.149353,-0.158898,-0.147107
A21,0.000000,0.001645,-0.051568,0.006375,0.010786,0.017056,-0.043324,-0.018064,0.010249,0.021952,-0.042087,0.123763,-0.049431,-0.093849,-0.155454,-0.166562,-0.162136,-0.160074,-0.213852,-0.254974,-0.158160,-0.159723,-0.277591,-0.115733,-0.125624,-0.126122,-0.109996,-0.127556,-0.128892,-0.130792,-0.130503,-0.130503,-0.128730,-0.132276,-0.135688,-0.135041,-0.136794,-0.139904,-0.134832,-0.145828,-0.167109,-0.158941,-0.144188,-0.142762,-0.151357,-0.157548,-0.141978,-0.125336,-0.150537,-0.150551,-0.150090,-0.150592,-0.150630,-0.150684,-0.150676,-0.150676,-0.150625,-0.150727,-0.150603,-0.151026,-0.151033,-0.150156,-0.149191,-0.149526,-0.148656,-0.148196,-0.150504,-0.151354,-0.148546,-0.148589,-0.151822,-0.149535,-0.152360
A22,0.000000,0.001151,-0.036092,0.004462,0.007549,0.011937,-0.008289,0.000024,0.007173,0.015364,0.037480,0.013235,0.141364,-0.027207,-0.108801,-0.118076,-0.113049,-0.110707,-0.170497,-0.216079,-0.108532,-0.110307,-0.241150,-0.081001,-0.040328,-0.040650,-0.030232,-0.041576,-0.042439,-0.043667,-0.043480,-0.043480,-0.042334,-0.044625,-0.046200,-0.047040,-0.048048,-0.047302,-0.028430,-0.048850,-0.078655,-0.065946,-0.050714,-0.052335,-0.054144,-0.063778,-0.053227,-0.029119,-0.082478,-0.082527,-0.080953,-0.082667,-0.082797,-0.082983,-0.082955,-0.082955,-0.082782,-0.083128,-0.082707,-0.084151,-0.084173,-0.081176,-0.077880,-0.079025,-0.076051,-0.074479,-0.082367,-0.085273,-0.075676,-0.075824,-0.086871,-0.079055,-0.088710
AB2,0.000000,0.000683,-0.021403,0.002646,0.004476,0.007079,-0.151112,-0.084036,0.004254,0.009111,0.038309,0.034554,0.121064,-0.002474,-0.064519,-0.059764,-0.069971,-0.074725,-0.066636,-0.072611,-0.079139,-0.075535,-0.075898,-0.048033,-0.344545,-0.345068,-0.328149,-0.346572,-0.347974,-0.349968,-0.349664,-0.349664,-0.347804,-0.351525,-0.359099,-0.350430,-0.353060,-0.373818,-0.444665,-0.394495,-0.349800,-0.373806,-0.374215,-0.356581,-0.396098,-0.377900,-0.346882,-0.400115,-0.205270,-0.205035,-0.212655,-0.204357,-0.203726,-0.202828,-0.202965,-0.202965,-0.203803,-0.202127,-0.204164,-0.197171,-0.197064,-0.211576,-0.227531,-0.221989,-0.236389,-0.243996,-0.205810,-0.191741,-0.238200,-0.237488,-0.184004,-0.221843,-0.175100
A23,0.000000,0.003019,-0.094623,0.011698,0.019791,0.031296,-0.012580,0.005326,0.018806,0.040280,0.139859,-0.009576,0.004873,0.368288,-0.285245,-0.310823,-0.296020,-0.289125,-0.233432,-0.166135,-0.282723,-0.287950,-0.129121,-0.212360,-0.075628,-0.076131,-0.059839,-0.077580,-0.078930,-0.080850,-0.080557,-0.080557,-0.078766,-0.082349,-0.083471,-0.087465,-0.088777,-0.081743,-0.067954,-0.079316,-0.085294,-0.080906,-0.088454,-0.096400,-0.076832,-0.080158,-0.100770,-0.064851,-0.197007,-0.197167,-0.191988,-0.197627,-0.198056,-0.198667,-0.198574,-0.198574,-0.198004,-0.199143,-0.197758,-0.202511,-0.202583,-0.192721,-0.181878,-0.185645,-0.175859,-0.170689,-0.196640,-0.206201,-0.174629,-0.175112,-0.211459,-0.185744,-0.217510
A24,0.000000,-0.005340,0.167376,-0.020693,-0.035007,-0.055358,-0.060208,-0.056828,-0.033265,-0.071250,-0.112693,-0.093627,-0.109541,-0.175885,0.504563,-0.264656,-0.002646,0.119390,-0.218806,-0.178937,0.232710,0.140200,-0.157008,0.375638,-0.063221,-0.063032,-0.069128,-0.062491,-0.061985,-0.061267,-0.061377,-0.061377,-0.062047,-0.060706,-0.063200,-0.055878,-0.055964,-0.071354,-0.088564,-0.082809,-0.098219,-0.095776,-0.065856,-0.051114,-0.093507,-0.095359,-0.043006,-0.081133,0.102823,0.103065,0.095218,0.103763,0.104413,0.105338,0.105197,0.105197,0.104334,0.106060,0.103962,0.111164,0.111273,0.096329,0.079899,0.085607,0.070778,0.062944,0.102267,0.116755,0.068913,0.069646,0.124723,0.085756,0.133891
A25-1,0.000000,-0.000906,0.028400,-0.003511,-0.005940,-0.009393,-0.026670,-0.019102,-0.005644,-0.012090,-0.013901,-0.016291,-0.022125,-0.011739,0.085614,-0.008702,-0.145379,-0.209039,-0.014216,-0.019011,-0.268152,-0.219895,-0.021648,0.063738,-0.056083,-0.056384,-0.046645,-0.057250,-0.058057,-0.059205,-0.059030,-0.059030,-0.057959,-0.060101,-0.059595,-0.064337,-0.064888,-0.055529,-0.044503,-0.049816,-0.043069,-0.043432,-0.060748,-0.070253,-0.043769,-0.043494,-0.075481,-0.045322,-0.177387,-0.177556,-0.172073,-0.178044,-0.178498,-0.179144,-0.179046,-0.179046,-0.178443,-0.179649,-0.178183,-0.183215,-0.183292,-0.172849,-0.161367,-0.165356,-0.154993,-0.149519,-0.176998,-0.187122,-0.153690,-0.154203,-0.192690,-0.165461,-0.199097
A25-2,0.000000,-0.000906,0.028400,-0.003511,-0.005940,-0.009393,-0.026670,-0.019102,-0.005644,-0.012090,-0.013901,-0.016291,-0.022125,-0.011739,0.085614,-0.008702,-0.145379,-0.209039,-0.014216,-0.019011,-0.268152,-0.219895,-0.021648,0.063738,-0.056083,-0.056384,-0.046645,-0.057250,-0.058057,-0.059205,-0.059030,-0.059030,-0.057959,-0.060101,-0.059595,-0.064337,-0.064888,-0.055529,-0.044503,-0.049816,-0.043069,-0.043432,-0.060748,-0.070253,-0.043769,-0.043494,-0.075481,-0.045322,-0.177387,-0.177556,-0.172073,-0.178044,-0.178498,-0.179144,-0.179046,-0.179046,-0.178443,-0.179649,-0.178183,-0.183215,-0.183292,-0.172849,-0.161367,-0.165356,-0.154993,-0.149519,-0.176998,-0.187122,-0.153690,-0.154203,-0.192690,-0.165461,-0.199097
A26,0.000000,0.007152,-0.224177,0.027715,0.046887,0.074145,0.113549,0.095033,0.044554,0.095429,0.140495,0.126209,0.153792,0.199364,0.324209,0.282060,0.293404,0.298688,0.247238,0.216958,0.303595,0.299589,0.200304,-0.503115,0.175388,0.175801,0.162418,0.176991,0.178100,0.179677,0.179437,0.179437,0.177965,0.180909,0.182390,0.184553,0.185741,0.182412,0.177569,0.182442,0.184357,0.182639,0.187351,0.191620,0.181044,0.182346,0.193968,0.171776,0.251951,0.252047,0.248927,0.252324,0.252583,0.252951,0.252895,0.252895,0.252551,0.253238,0.252403,0.255267,0.255310,0.249368,0.242836,0.245105,0.239209,0.236094,0.251730,0.257490,0.238468,0.238759,0.260658,0.245165,0.264304
A27,0.000000,0.000940,-0.029455,0.003642,0.006161,0.009742,-0.005740,0.000609,0.005854,0.012539,0.025015,0.016075,0.015765,0.048928,-0.088795,0.082519,-0.616627,-0.476498,0.061252,0.042759,-0.346379,-0.452603,0.032588,-0.066106,-0.033904,-0.034268,-0.022498,-0.035314,-0.036289,-0.037676,-0.037465,-0.037465,-0.036171,-0.038759,-0.037398,-0.044628,-0.045145,-0.030552,-0.013677,-0.020935,-0.008928,-0.010130,-0.037627,-0.052142,-0.011246,-0.010335,-0.060125,-0.017050,-0.211527,-0.211779,-0.203632,-0.212504,-0.213179,-0.214139,-0.213992,-0.213992,-0.213097,-0.214888,-0.212710,-0.220187,-0.220300,-0.204785,-0.187727,-0.193653,-0.178257,-0.170124,-0.210950,-0.225992,-0.176322,-0.177082,-0.234264,-0.193809,-0.243783
A28,0.000000,-0.003261,0.102209,-0.012636,-0.021377,-0.033805,-0.067048,-0.052112,-0.020314,-0.043509,0.002151,-0.119278,-0.120433,0.143475,0.308112,0.342001,0.317960,0.306763,-0.513490,-0.387831,0.296365,0.304853,-0.318718,0.229384,-0.104945,-0.104896,-0.106469,-0.104756,-0.104626,-0.104440,-0.104469,-0.104469,-0.104642,-0.104296,-0.109273,-0.098716,-0.099596,-0.122545,-0.142841,-0.141190,-0.174584,-0.166552,-0.116682,-0.095371,-0.159092,-0.165182,-0.083651,-0.128934,0.117344,0.117678,0.106862,0.118639,0.119536,0.120810,0.120616,0.120616,0.119427,0.121805,0.118913,0.128840,0.128990,0.108393,0.085748,0.093615,0.073176,0.062379,0.116578,0.136545,0.070606,0.071616,0.147528,0.093821,0.160165
A29,0.000000,0.000813,-0.025479,0.003150,0.005329,0.008427,-0.004965,0.000527,0.005064,0.010846,0.021638,0.013905,0.013636,0.042323,-0.076807,0.071379,0.331618,-0.477171,0.052983,0.036987,-0.299617,-0.051502,0.028189,-0.057182,-0.029327,-0.029642,-0.019461,-0.030547,-0.031390,-0.032590,-0.032407,-0.032407,-0.031288,-0.033527,-0.032349,-0.038603,-0.039051,-0.026428,-0.011831,-0.018109,-0.007723,-0.008763,-0.032547,-0.045103,-0.009728,-0.008940,-0.052008,-0.014748,-0.182971,-0.183189,-0.176142,-0.183816,-0.184400,-0.185230,-0.185103,-0.185103,-0.184329,-0.185878,-0.183994,-0.190462,-0.190560,-0.177139,-0.162384,-0.167510,-0.154193,-0.147157,-0.182472,-0.195483,-0.152518,-0.153176,-0.202639,-0.167644,-0.210873
