line,period,flow_nominal,flow_wc,Fmax,loading_nominal_pct,loading_wc_pct,violation,excess_mw
A1,2020-07-16 08:00:00,172.0,2484.63,175.0,98.3,1419.8,True,2309.63
A1,2020-07-16 10:00:00,175.0,2204.12,175.0,100.0,1259.5,True,2029.12
A1,2020-07-16 12:00:00,175.0,1957.78,175.0,100.0,1118.7,True,1782.78
A1,2020-07-16 14:00:00,175.0,1953.73,175.0,100.0,1116.4,True,1778.73
A1,2020-07-16 16:00:00,175.0,1980.6,175.0,100.0,1131.8,True,1805.6
A1,2020-07-16 18:00:00,175.0,2107.28,175.0,100.0,1204.2,True,1932.28
A1,2020-07-16 20:00:00,170.36,2429.17,175.0,97.4,1388.1,True,2254.17
A1,2020-07-16 22:00:00,140.62,499.4,175.0,80.4,285.4,True,324.4
A2,2020-07-15 00:00:00,77.26,834.55,175.0,44.1,476.9,True,659.55
A2,2020-07-15 01:00:00,62.0,808.18,175.0,35.4,461.8,True,633.18
A2,2020-07-15 02:00:00,92.91,1506.01,175.0,53.1,860.6,True,1331.01
A2,2020-07-15 03:00:00,91.23,1254.7,175.0,52.1,717.0,True,1079.7
A2,2020-07-15 04:00:00,62.09,1300.79,175.0,35.5,743.3,True,1125.79
A2,2020-07-15 05:00:00,14.42,1047.91,175.0,8.2,598.8,True,872.91
A2,2020-07-15 06:00:00,100.96,1719.67,175.0,57.7,982.7,True,1544.67
A2,2020-07-15 07:00:00,101.93,1706.79,175.0,58.2,975.3,True,1531.79
A2,2020-07-15 08:00:00,111.11,1673.08,175.0,63.5,956.0,True,1498.08
A2,2020-07-15 09:00:00,109.04,1455.45,175.0,62.3,831.7,True,1280.45
A2,2020-07-15 10:00:00,111.09,1310.2,175.0,63.5,748.7,True,1135.2
A2,2020-07-15 11:00:00,107.2,1200.73,175.0,61.3,686.1,True,1025.73
A2,2020-07-15 12:00:00,100.84,1091.4,175.0,57.6,623.7,True,916.4
A2,2020-07-15 13:00:00,96.35,1046.95,175.0,55.1,598.3,True,871.95
A2,2020-07-15 14:00:00,92.93,1011.5,175.0,53.1,578.0,True,836.5
A2,2020-07-15 15:00:00,95.31,1768.71,175.0,54.5,1010.7,True,1593.71
A2,2020-07-15 16:00:00,87.98,976.87,175.0,50.3,558.2,True,801.87
A2,2020-07-15 17:00:00,87.55,653.05,175.0,50.0,373.2,True,478.05
A2,2020-07-15 18:00:00,86.56,1094.08,175.0,49.5,625.2,True,919.08
A2,2020-07-15 19:00:00,87.85,910.13,175.0,50.2,520.1,True,735.13
A2,2020-07-15 20:00:00,89.23,1546.81,175.0,51.0,883.9,True,1371.81
A2,2020-07-15 21:00:00,103.01,1125.96,175.0,58.9,643.4,True,950.96
A2,2020-07-15 22:00:00,93.31,1258.69,175.0,53.3,719.3,True,1083.69
A2,2020-07-15 23:00:00,92.67,1323.95,175.0,53.0,756.5,True,1148.95
A2,2020-07-16 00:00:00,88.88,333.7,175.0,50.8,190.7,True,158.7
A2,2020-07-16 02:00:00,63.32,596.27,175.0,36.2,340.7,True,421.27
A2,2020-07-16 04:00:00,97.4,738.55,175.0,55.7,422.0,True,563.55
A2,2020-07-16 06:00:00,99.02,1354.97,175.0,56.6,774.3,True,1179.97
A2,2020-07-16 08:00:00,116.61,1498.17,175.0,66.6,856.1,True,1323.17
A2,2020-07-16 10:00:00,93.56,1309.73,175.0,53.5,748.4,True,1134.73
A2,2020-07-16 12:00:00,87.53,1161.84,175.0,50.0,663.9,True,986.84
A2,2020-07-16 14:00:00,80.64,1160.49,175.0,46.1,663.1,True,985.49
A2,2020-07-16 16:00:00,82.48,1175.51,175.0,47.1,671.7,True,1000.51
A2,2020-07-16 18:00:00,86.95,1247.04,175.0,49.7,712.6,True,1072.04
A2,2020-07-16 20:00:00,87.66,1450.09,175.0,50.1,828.6,True,1275.09
A2,2020-07-16 22:00:00,64.47,297.13,175.0,36.8,169.8,True,122.13
A3,2020-07-15 00:00:00,156.96,1064.6,175.0,89.7,608.3,True,889.6
A3,2020-07-15 01:00:00,135.81,1028.49,175.0,77.6,587.7,True,853.49
A3,2020-07-15 02:00:00,170.09,1856.72,175.0,97.2,1061.0,True,1681.72
A3,2020-07-15 03:00:00,166.9,1557.41,175.0,95.4,890.0,True,1382.41
A3,2020-07-15 04:00:00,132.81,1610.22,175.0,75.9,920.1,True,1435.22
A3,2020-07-15 05:00:00,71.47,1311.17,175.0,40.8,749.2,True,1136.17
A3,2020-07-15 06:00:00,175.0,2109.15,175.0,100.0,1205.2,True,1934.15
A3,2020-07-15 07:00:00,175.0,2073.16,175.0,100.0,1184.7,True,1898.16
A3,2020-07-15 08:00:00,175.0,2031.07,175.0,100.0,1160.6,True,1856.07
A3,2020-07-15 09:00:00,175.0,1784.81,175.0,100.0,1019.9,True,1609.81
A3,2020-07-15 10:00:00,175.0,1607.9,175.0,100.0,918.8,True,1432.9
A3,2020-07-15 11:00:00,172.63,1482.27,175.0,98.6,847.0,True,1307.27
A3,2020-07-15 12:00:00,170.51,1358.04,175.0,97.4,776.0,True,1183.04
A3,2020-07-15 13:00:00,168.78,1305.27,175.0,96.4,745.9,True,1130.27
A3,2020-07-15 14:00:00,167.9,1268.01,175.0,95.9,724.6,True,1093.01
A3,2020-07-15 15:00:00,175.0,2177.16,175.0,100.0,1244.1,True,2002.16
A3,2020-07-15 16:00:00,168.63,1233.55,175.0,96.4,704.9,True,1058.55
A3,2020-07-15 17:00:00,170.71,851.68,175.0,97.5,486.7,True,676.68
A3,2020-07-15 18:00:00,173.58,1386.99,175.0,99.2,792.6,True,1211.99
A3,2020-07-15 19:00:00,175.0,1162.2,175.0,100.0,664.1,True,987.2
A3,2020-07-15 20:00:00,175.0,1922.46,175.0,100.0,1098.6,True,1747.46
A3,2020-07-15 21:00:00,175.0,1404.05,175.0,100.0,802.3,True,1229.05
A3,2020-07-15 22:00:00,175.0,1560.3,175.0,100.0,891.6,True,1385.3
A3,2020-07-15 23:00:00,175.0,1645.54,175.0,100.0,940.3,True,1470.54
A3,2020-07-16 00:00:00,167.54,457.91,175.0,95.7,261.7,True,282.91
A3,2020-07-16 02:00:00,134.15,761.71,175.0,76.7,435.3,True,586.71
A3,2020-07-16 04:00:00,175.0,930.7,175.0,100.0,531.8,True,755.7
A3,2020-07-16 06:00:00,175.0,1664.06,175.0,100.0,950.9,True,1489.06
A3,2020-07-16 08:00:00,175.0,1820.5,175.0,100.0,1040.3,True,1645.5
A3,2020-07-16 10:00:00,173.16,1618.21,175.0,99.0,924.7,True,1443.21
A3,2020-07-16 12:00:00,168.42,1438.29,175.0,96.2,821.9,True,1263.29
A3,2020-07-16 14:00:00,166.63,1435.14,175.0,95.2,820.1,True,1260.14
A3,2020-07-16 16:00:00,168.26,1454.93,175.0,96.1,831.4,True,1279.93
A3,2020-07-16 18:00:00,172.44,1548.09,175.0,98.5,884.6,True,1373.09
A3,2020-07-16 20:00:00,175.0,1781.89,175.0,100.0,1018.2,True,1606.89
A3,2020-07-16 22:00:00,163.79,423.4,175.0,93.6,241.9,True,248.4
A4,2020-07-15 00:00:00,110.79,804.72,175.0,63.3,459.8,True,629.72
A4,2020-07-15 01:00:00,93.41,776.9,175.0,53.4,443.9,True,601.9
A4,2020-07-15 02:00:00,122.91,1412.56,175.0,70.2,807.2,True,1237.56
A4,2020-07-15 03:00:00,120.38,1183.52,175.0,68.8,676.3,True,1008.52
A4,2020-07-15 04:00:00,91.59,1223.41,175.0,52.3,699.1,True,1048.41
A4,2020-07-15 05:00:00,50.04,995.8,175.0,28.6,569.0,True,820.8
A4,2020-07-15 06:00:00,128.71,1605.4,175.0,73.5,917.4,True,1430.4
A4,2020-07-15 07:00:00,128.28,1580.4,175.0,73.3,903.1,True,1405.4
A4,2020-07-15 08:00:00,129.45,1548.2,175.0,74.0,884.7,True,1373.2
A4,2020-07-15 09:00:00,128.62,1357.62,175.0,73.5,775.8,True,1182.62
A4,2020-07-15 10:00:00,128.56,1222.56,175.0,73.5,698.6,True,1047.56
A4,2020-07-15 11:00:00,126.03,1125.48,175.0,72.0,643.1,True,950.48
A4,2020-07-15 12:00:00,123.25,1029.32,175.0,70.4,588.2,True,854.32
A4,2020-07-15 13:00:00,121.11,988.72,175.0,69.2,565.0,True,813.72
A4,2020-07-15 14:00:00,119.81,959.38,175.0,68.5,548.2,True,784.38
A4,2020-07-15 15:00:00,125.4,1654.94,175.0,71.7,945.7,True,1479.94
A4,2020-07-15 16:00:00,119.43,932.05,175.0,68.2,532.6,True,757.05
A4,2020-07-15 17:00:00,120.91,640.04,175.0,69.1,365.7,True,465.04
A4,2020-07-15 18:00:00,122.86,1047.88,175.0,70.2,598.8,True,872.88
A4,2020-07-15 19:00:00,124.21,877.21,175.0,71.0,501.3,True,702.21
A4,2020-07-15 20:00:00,124.83,1458.09,175.0,71.3,833.2,True,1283.09
A4,2020-07-15 21:00:00,127.81,1065.16,175.0,73.0,608.7,True,890.16
A4,2020-07-15 22:00:00,126.74,1185.36,175.0,72.4,677.3,True,1010.36
A4,2020-07-15 23:00:00,127.09,1249.86,175.0,72.6,714.2,True,1074.86
A4,2020-07-16 00:00:00,120.18,342.47,175.0,68.7,195.7,True,167.47
A4,2020-07-16 02:00:00,92.42,574.38,175.0,52.8,328.2,True,399.38
A4,2020-07-16 04:00:00,127.35,706.17,175.0,72.8,403.5,True,531.17
A4,2020-07-16 06:00:00,127.8,1266.27,175.0,73.0,723.6,True,1091.27
A4,2020-07-16 08:00:00,129.87,1387.07,175.0,74.2,792.6,True,1212.07
A4,2020-07-16 10:00:00,123.87,1228.49,175.0,70.8,702.0,True,1053.49
A4,2020-07-16 12:00:00,119.19,1090.88,175.0,68.1,623.4,True,915.88
A4,2020-07-16 14:00:00,116.55,1088.44,175.0,66.6,622.0,True,913.44
A4,2020-07-16 16:00:00,118.12,1103.48,175.0,67.5,630.6,True,928.48
A4,2020-07-16 18:00:00,122.08,1174.04,175.0,69.8,670.9,True,999.04
A4,2020-07-16 20:00:00,124.6,1354.62,175.0,71.2,774.1,True,1179.62
A4,2020-07-16 22:00:00,114.85,315.96,175.0,65.6,180.5,True,140.96
A5,2020-07-15 00:00:00,101.43,648.35,175.0,58.0,370.5,True,473.35
A5,2020-07-15 01:00:00,86.78,625.4,175.0,49.6,357.4,True,450.4
A5,2020-07-15 02:00:00,110.03,1125.47,175.0,62.9,643.1,True,950.47
A5,2020-07-15 03:00:00,107.86,945.2,175.0,61.6,540.1,True,770.2
A5,2020-07-15 04:00:00,84.94,976.31,175.0,48.5,557.9,True,801.31
A5,2020-07-15 05:00:00,52.87,798.07,175.0,30.2,456.0,True,623.07
A5,2020-07-15 06:00:00,115.21,1278.22,175.0,65.8,730.4,True,1103.22
A5,2020-07-15 07:00:00,115.39,1257.44,175.0,65.9,718.5,True,1082.44
A5,2020-07-15 08:00:00,115.4,1232.69,175.0,65.9,704.4,True,1057.69
A5,2020-07-15 09:00:00,115.57,1084.09,175.0,66.0,619.5,True,909.09
A5,2020-07-15 10:00:00,115.68,977.39,175.0,66.1,558.5,True,802.39
A5,2020-07-15 11:00:00,114.4,901.91,175.0,65.4,515.4,True,726.91
A5,2020-07-15 12:00:00,113.3,827.25,175.0,64.7,472.7,True,652.25
A5,2020-07-15 13:00:00,112.38,795.81,175.0,64.2,454.7,True,620.81
A5,2020-07-15 14:00:00,111.94,773.56,175.0,64.0,442.0,True,598.56
A5,2020-07-15 15:00:00,117.1,1322.32,175.0,66.9,755.6,True,1147.32
A5,2020-07-15 16:00:00,112.44,752.65,175.0,64.3,430.1,True,577.65
A5,2020-07-15 17:00:00,113.63,523.0,175.0,64.9,298.9,True,348.0
A5,2020-07-15 18:00:00,115.29,844.75,175.0,65.9,482.7,True,669.75
A5,2020-07-15 19:00:00,116.07,709.5,175.0,66.3,405.4,True,534.5
A5,2020-07-15 20:00:00,115.93,1166.36,175.0,66.2,666.5,True,991.36
A5,2020-07-15 21:00:00,115.58,854.4,175.0,66.0,488.2,True,679.4
A5,2020-07-15 22:00:00,115.51,948.11,175.0,66.0,541.8,True,773.11
A5,2020-07-15 23:00:00,115.37,999.28,175.0,65.9,571.0,True,824.28
A5,2020-07-16 00:00:00,108.8,283.6,175.0,62.2,162.1,True,108.6
A5,2020-07-16 02:00:00,85.82,464.4,175.0,49.0,265.4,True,289.4
A5,2020-07-16 04:00:00,114.17,568.69,175.0,65.2,325.0,True,393.69
A5,2020-07-16 06:00:00,115.41,1010.35,175.0,66.0,577.3,True,835.35
A5,2020-07-16 08:00:00,115.5,1105.76,175.0,66.0,631.9,True,930.76
A5,2020-07-16 10:00:00,114.93,984.95,175.0,65.7,562.8,True,809.95
A5,2020-07-16 12:00:00,112.33,877.06,175.0,64.2,501.2,True,702.06
A5,2020-07-16 14:00:00,111.42,875.87,175.0,63.7,500.5,True,700.87
A5,2020-07-16 16:00:00,112.32,887.41,175.0,64.2,507.1,True,712.41
A5,2020-07-16 18:00:00,114.63,942.81,175.0,65.5,538.7,True,767.81
A5,2020-07-16 20:00:00,115.94,1083.16,175.0,66.2,618.9,True,908.16
A5,2020-07-16 22:00:00,109.0,266.66,175.0,62.3,152.4,True,91.66
A6,2020-07-15 00:00:00,58.75,175.73,175.0,33.6,100.4,False,0.73
A6,2020-07-15 01:00:00,54.38,167.61,175.0,31.1,95.8,False,0.0
A6,2020-07-15 02:00:00,56.86,265.7,175.0,32.5,151.8,True,90.7
A6,2020-07-15 03:00:00,54.96,229.37,175.0,31.4,131.1,True,54.37
A6,2020-07-15 04:00:00,50.51,232.51,175.0,28.9,132.9,True,57.51
A6,2020-07-15 05:00:00,35.89,196.57,175.0,20.5,112.3,True,21.57
A6,2020-07-15 06:00:00,46.17,290.16,175.0,26.4,165.8,True,115.16
A6,2020-07-15 07:00:00,40.08,260.92,175.0,22.9,149.1,True,85.92
A6,2020-07-15 08:00:00,23.76,252.7,175.0,13.6,144.4,True,77.7
A6,2020-07-15 09:00:00,23.03,230.19,175.0,13.2,131.5,True,55.19
A6,2020-07-15 10:00:00,16.87,198.36,175.0,9.6,113.3,True,23.36
A6,2020-07-15 11:00:00,16.14,184.95,175.0,9.2,105.7,True,9.95
A6,2020-07-15 12:00:00,19.46,173.22,175.0,11.1,99.0,False,0.0
A6,2020-07-15 13:00:00,21.26,165.65,175.0,12.1,94.7,False,0.0
A6,2020-07-15 14:00:00,23.64,166.03,175.0,13.5,94.9,False,0.0
A6,2020-07-15 15:00:00,29.04,285.34,175.0,16.6,163.1,True,110.34
A6,2020-07-15 16:00:00,31.78,168.67,175.0,18.2,96.4,False,0.0
A6,2020-07-15 17:00:00,37.17,128.6,175.0,21.2,73.5,False,0.0
A6,2020-07-15 18:00:00,45.13,208.31,175.0,25.8,119.0,True,33.31
A6,2020-07-15 19:00:00,47.06,176.04,175.0,26.9,100.6,True,1.04
A6,2020-07-15 20:00:00,48.1,273.49,175.0,27.5,156.3,True,98.49
A6,2020-07-15 21:00:00,33.37,195.06,175.0,19.1,111.5,True,20.06
A6,2020-07-15 22:00:00,51.86,216.33,175.0,29.6,123.6,True,41.33
A6,2020-07-15 23:00:00,56.39,239.32,175.0,32.2,136.8,True,64.32
A6,2020-07-16 00:00:00,54.79,88.53,175.0,31.3,50.6,False,0.0
A6,2020-07-16 02:00:00,48.81,116.37,175.0,27.9,66.5,False,0.0
A6,2020-07-16 04:00:00,53.39,135.38,175.0,30.5,77.4,False,0.0
A6,2020-07-16 06:00:00,44.35,216.41,175.0,25.3,123.7,True,41.41
A6,2020-07-16 08:00:00,11.83,217.75,175.0,6.8,124.4,True,42.75
A6,2020-07-16 10:00:00,35.08,214.04,175.0,20.0,122.3,True,39.04
A6,2020-07-16 12:00:00,31.86,182.46,175.0,18.2,104.3,True,7.46
A6,2020-07-16 14:00:00,36.63,180.76,175.0,20.9,103.3,True,5.76
A6,2020-07-16 16:00:00,38.04,185.71,175.0,21.7,106.1,True,10.71
A6,2020-07-16 18:00:00,41.97,208.8,175.0,24.0,119.3,True,33.8
A6,2020-07-16 20:00:00,50.71,234.58,175.0,29.0,134.0,True,59.58
A6,2020-07-16 22:00:00,78.29,98.35,175.0,44.7,56.2,False,0.0
A7,2020-07-15 00:00:00,-84.55,515.75,400.0,21.1,128.9,True,115.75
A7,2020-07-15 01:00:00,-89.72,504.05,400.0,22.4,126.0,True,104.05
A7,2020-07-15 02:00:00,-59.95,1069.69,400.0,15.0,267.4,True,669.69
A7,2020-07-15 03:00:00,-59.77,867.83,400.0,14.9,217.0,True,467.83
A7,2020-07-15 04:00:00,-85.08,906.7,400.0,21.3,226.7,True,506.7
A7,2020-07-15 05:00:00,-120.64,697.11,400.0,30.2,174.3,True,297.11
A7,2020-07-15 06:00:00,-55.96,1235.57,400.0,14.0,308.9,True,835.57
A7,2020-07-15 07:00:00,-60.6,1247.29,400.0,15.1,311.8,True,847.29
A7,2020-07-15 08:00:00,-43.01,1218.71,400.0,10.8,304.7,True,818.71
A7,2020-07-15 09:00:00,-53.52,1019.94,400.0,13.4,255.0,True,619.94
A7,2020-07-15 10:00:00,-53.37,903.33,400.0,13.3,225.8,True,503.33
A7,2020-07-15 11:00:00,-64.26,804.14,400.0,16.1,201.0,True,404.14
A7,2020-07-15 12:00:00,-81.25,703.57,400.0,20.3,175.9,True,303.57
A7,2020-07-15 13:00:00,-93.25,664.37,400.0,23.3,166.1,True,264.37
A7,2020-07-15 14:00:00,-102.36,627.19,400.0,25.6,156.8,True,227.19
A7,2020-07-15 15:00:00,-107.33,1224.35,400.0,26.8,306.1,True,824.35
A7,2020-07-15 16:00:00,-115.25,589.98,400.0,28.8,147.5,True,189.98
A7,2020-07-15 17:00:00,-116.12,327.74,400.0,29.0,81.9,False,0.0
A7,2020-07-15 18:00:00,-118.34,672.25,400.0,29.6,168.1,True,272.25
A7,2020-07-15 19:00:00,-114.36,535.11,400.0,28.6,133.8,True,135.11
A7,2020-07-15 20:00:00,-106.51,1048.05,400.0,26.6,262.0,True,648.05
A7,2020-07-15 21:00:00,-65.65,741.06,400.0,16.4,185.3,True,341.06
A7,2020-07-15 22:00:00,-82.33,856.89,400.0,20.6,214.2,True,456.89
A7,2020-07-15 23:00:00,-78.55,904.41,400.0,19.6,226.1,True,504.41
A7,2020-07-16 00:00:00,-72.94,125.27,400.0,18.2,31.3,False,0.0
A7,2020-07-16 02:00:00,-86.45,351.26,400.0,21.6,87.8,False,0.0
A7,2020-07-16 04:00:00,-61.25,464.27,400.0,15.3,116.1,True,64.27
A7,2020-07-16 06:00:00,-67.5,950.02,400.0,16.9,237.5,True,550.02
A7,2020-07-16 08:00:00,-35.7,1074.76,400.0,8.9,268.7,True,674.76
A7,2020-07-16 10:00:00,-100.01,882.72,400.0,25.0,220.7,True,482.72
A7,2020-07-16 12:00:00,-116.47,760.88,400.0,29.1,190.2,True,360.88
A7,2020-07-16 14:00:00,-134.8,758.52,400.0,33.7,189.6,True,358.52
A7,2020-07-16 16:00:00,-129.75,770.46,400.0,32.4,192.6,True,370.46
A7,2020-07-16 18:00:00,-117.47,823.64,400.0,29.4,205.9,True,423.64
A7,2020-07-16 20:00:00,-109.81,1007.17,400.0,27.5,251.8,True,607.17
A7,2020-07-16 22:00:00,-137.12,75.48,400.0,34.3,18.9,False,0.0
A8,2020-07-15 00:00:00,65.11,719.05,175.0,37.2,410.9,True,544.05
A8,2020-07-15 01:00:00,50.39,694.69,175.0,28.8,397.0,True,519.69
A8,2020-07-15 02:00:00,79.91,1294.94,175.0,45.7,740.0,True,1119.94
A8,2020-07-15 03:00:00,77.4,1079.09,175.0,44.2,616.6,True,904.09
A8,2020-07-15 04:00:00,48.9,1115.8,175.0,27.9,637.6,True,940.8
A8,2020-07-15 05:00:00,8.54,899.24,175.0,4.9,513.9,True,724.24
A8,2020-07-15 06:00:00,79.71,1473.21,175.0,45.5,841.8,True,1298.21
A8,2020-07-15 07:00:00,74.41,1450.39,175.0,42.5,828.8,True,1275.39
A8,2020-07-15 08:00:00,72.2,1419.66,175.0,41.3,811.2,True,1244.66
A8,2020-07-15 09:00:00,67.6,1230.8,175.0,38.6,703.3,True,1055.8
A8,2020-07-15 10:00:00,64.17,1097.24,175.0,36.7,627.0,True,922.24
A8,2020-07-15 11:00:00,58.5,1001.65,175.0,33.4,572.4,True,826.65
A8,2020-07-15 12:00:00,52.79,906.88,175.0,30.2,518.2,True,731.88
A8,2020-07-15 13:00:00,48.35,867.38,175.0,27.6,495.6,True,692.38
A8,2020-07-15 14:00:00,45.72,838.68,175.0,26.1,479.2,True,663.68
A8,2020-07-15 15:00:00,50.47,1494.59,175.0,28.8,854.1,True,1319.59
A8,2020-07-15 16:00:00,45.46,811.32,175.0,26.0,463.6,True,636.32
A8,2020-07-15 17:00:00,48.96,537.89,175.0,28.0,307.4,True,362.89
A8,2020-07-15 18:00:00,53.67,924.94,175.0,30.7,528.5,True,749.94
A8,2020-07-15 19:00:00,56.89,766.07,175.0,32.5,437.8,True,591.07
A8,2020-07-15 20:00:00,60.62,1316.26,175.0,34.6,752.1,True,1141.26
A8,2020-07-15 21:00:00,68.6,951.4,175.0,39.2,543.7,True,776.4
A8,2020-07-15 22:00:00,72.4,1069.33,175.0,41.4,611.0,True,894.33
A8,2020-07-15 23:00:00,76.47,1133.85,175.0,43.7,647.9,True,958.85
A8,2020-07-16 00:00:00,72.7,282.12,175.0,41.5,161.2,True,107.12
A8,2020-07-16 02:00:00,47.9,502.19,175.0,27.4,287.0,True,327.19
A8,2020-07-16 04:00:00,80.53,625.7,175.0,46.0,357.5,True,450.7
A8,2020-07-16 06:00:00,74.07,1146.18,175.0,42.3,655.0,True,971.18
A8,2020-07-16 08:00:00,68.38,1260.41,175.0,39.1,720.2,True,1085.41
A8,2020-07-16 10:00:00,55.15,1105.28,175.0,31.5,631.6,True,930.28
A8,2020-07-16 12:00:00,44.94,970.28,175.0,25.7,554.4,True,795.28
A8,2020-07-16 14:00:00,39.63,969.13,175.0,22.6,553.8,True,794.13
A8,2020-07-16 16:00:00,43.08,983.28,175.0,24.6,561.9,True,808.28
A8,2020-07-16 18:00:00,51.8,1051.6,175.0,29.6,600.9,True,876.6
A8,2020-07-16 20:00:00,60.77,1229.22,175.0,34.7,702.4,True,1054.22
A8,2020-07-16 22:00:00,61.19,262.3,175.0,35.0,149.9,True,87.3
A9,2020-07-15 00:00:00,112.91,980.55,175.0,64.5,560.3,True,805.55
A9,2020-07-15 01:00:00,94.32,947.82,175.0,53.9,541.6,True,772.82
A9,2020-07-15 02:00:00,128.59,1740.6,175.0,73.5,994.6,True,1565.6
A9,2020-07-15 03:00:00,125.42,1454.48,175.0,71.7,831.1,True,1279.48
A9,2020-07-15 04:00:00,91.65,1504.14,175.0,52.4,859.5,True,1329.14
A9,2020-07-15 05:00:00,31.6,1216.24,175.0,18.1,695.0,True,1041.24
A9,2020-07-15 06:00:00,127.75,1978.7,175.0,73.0,1130.7,True,1803.7
A9,2020-07-15 07:00:00,123.08,1945.09,175.0,70.3,1111.5,True,1770.09
A9,2020-07-15 08:00:00,119.83,1904.6,175.0,68.5,1088.3,True,1729.6
A9,2020-07-15 09:00:00,116.19,1660.21,175.0,66.4,948.7,True,1485.21
A9,2020-07-15 10:00:00,112.96,1484.94,175.0,64.5,848.5,True,1309.94
A9,2020-07-15 11:00:00,107.59,1360.91,175.0,61.5,777.7,True,1185.91
A9,2020-07-15 12:00:00,102.66,1238.21,175.0,58.7,707.5,True,1063.21
A9,2020-07-15 13:00:00,98.73,1186.64,175.0,56.4,678.1,True,1011.64
A9,2020-07-15 14:00:00,96.57,1150.07,175.0,55.2,657.2,True,975.07
A9,2020-07-15 15:00:00,102.87,2019.6,175.0,58.8,1154.1,True,1844.6
A9,2020-07-15 16:00:00,97.42,1115.58,175.0,55.7,637.5,True,940.58
A9,2020-07-15 17:00:00,101.44,752.21,175.0,58.0,429.8,True,577.21
A9,2020-07-15 18:00:00,106.94,1266.61,175.0,61.1,723.8,True,1091.61
A9,2020-07-15 19:00:00,110.17,1053.54,175.0,63.0,602.0,True,878.54
A9,2020-07-15 20:00:00,113.15,1782.99,175.0,64.7,1018.9,True,1607.99
A9,2020-07-15 21:00:00,117.94,1292.44,175.0,67.4,738.5,True,1117.44
A9,2020-07-15 22:00:00,122.62,1446.23,175.0,70.1,826.4,True,1271.23
A9,2020-07-15 23:00:00,126.2,1531.34,175.0,72.1,875.1,True,1356.34
A9,2020-07-16 00:00:00,121.75,399.25,175.0,69.6,228.1,True,224.25
A9,2020-07-16 02:00:00,91.24,691.11,175.0,52.1,394.9,True,516.11
A9,2020-07-16 04:00:00,129.83,851.88,175.0,74.2,486.8,True,676.88
A9,2020-07-16 06:00:00,123.21,1545.9,175.0,70.4,883.4,True,1370.9
A9,2020-07-16 08:00:00,115.74,1696.07,175.0,66.1,969.2,True,1521.07
A9,2020-07-16 10:00:00,106.99,1497.55,175.0,61.1,855.7,True,1322.55
A9,2020-07-16 12:00:00,96.94,1320.46,175.0,55.4,754.6,True,1145.46
A9,2020-07-16 14:00:00,92.59,1318.7,175.0,52.9,753.5,True,1143.7
A9,2020-07-16 16:00:00,96.02,1337.54,175.0,54.9,764.3,True,1162.54
