line,period,flow_nominal,flow_wc,Fmax,loading_nominal_pct,loading_wc_pct,violation,excess_mw
A1,2020-07-16 16:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A1,2020-07-16 18:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A1,2020-07-16 20:00:00,170.49,170.49,175.0,97.4,97.4,False,0.0
A1,2020-07-16 22:00:00,140.62,140.62,175.0,80.4,80.4,False,0.0
A2,2020-07-15 00:00:00,86.62,118.08,175.0,49.5,67.5,False,0.0
A2,2020-07-15 01:00:00,89.76,122.64,175.0,51.3,70.1,False,0.0
A2,2020-07-15 02:00:00,100.26,111.62,175.0,57.3,63.8,False,0.0
A2,2020-07-15 03:00:00,100.0,112.77,175.0,57.1,64.4,False,0.0
A2,2020-07-15 04:00:00,96.61,131.41,175.0,55.2,75.1,False,0.0
A2,2020-07-15 05:00:00,89.08,116.11,175.0,50.9,66.3,False,0.0
A2,2020-07-15 06:00:00,6.51,113.74,175.0,3.7,65.0,False,0.0
A2,2020-07-15 07:00:00,6.65,119.36,175.0,3.8,68.2,False,0.0
A2,2020-07-15 08:00:00,44.63,114.49,175.0,25.5,65.4,False,0.0
A2,2020-07-15 09:00:00,55.69,114.98,175.0,31.8,65.7,False,0.0
A2,2020-07-15 10:00:00,52.61,115.3,175.0,30.1,65.9,False,0.0
A2,2020-07-15 11:00:00,63.77,111.4,175.0,36.4,63.7,False,0.0
A2,2020-07-15 12:00:00,64.2,105.05,175.0,36.7,60.0,False,0.0
A2,2020-07-15 13:00:00,61.13,99.97,175.0,34.9,57.1,False,0.0
A2,2020-07-15 14:00:00,47.43,94.45,175.0,27.1,54.0,False,0.0
A2,2020-07-15 15:00:00,30.52,102.48,175.0,17.4,58.6,False,0.0
A2,2020-07-15 16:00:00,20.18,101.36,175.0,11.5,57.9,False,0.0
A2,2020-07-15 17:00:00,-22.09,90.55,175.0,12.6,51.7,False,0.0
A2,2020-07-15 18:00:00,86.45,92.81,175.0,49.4,53.0,False,0.0
A2,2020-07-15 19:00:00,93.03,96.34,175.0,53.2,55.1,False,0.0
A2,2020-07-15 20:00:00,97.3,105.47,175.0,55.6,60.3,False,0.0
A2,2020-07-15 21:00:00,-36.52,105.3,175.0,20.9,60.2,False,0.0
A2,2020-07-15 22:00:00,105.43,113.09,175.0,60.2,64.6,False,0.0
A2,2020-07-15 23:00:00,97.09,116.69,175.0,55.5,66.7,False,0.0
A2,2020-07-16 00:00:00,88.88,88.88,175.0,50.8,50.8,False,0.0
A2,2020-07-16 02:00:00,63.32,63.32,175.0,36.2,36.2,False,0.0
A2,2020-07-16 04:00:00,97.4,97.4,175.0,55.7,55.7,False,0.0
A2,2020-07-16 06:00:00,99.02,99.02,175.0,56.6,56.6,False,0.0
A2,2020-07-16 08:00:00,116.61,116.61,175.0,66.6,66.6,False,0.0
A2,2020-07-16 10:00:00,93.56,93.56,175.0,53.5,53.5,False,0.0
A2,2020-07-16 12:00:00,87.53,87.53,175.0,50.0,50.0,False,0.0
A2,2020-07-16 14:00:00,80.64,80.64,175.0,46.1,46.1,False,0.0
A2,2020-07-16 16:00:00,82.48,82.48,175.0,47.1,47.1,False,0.0
A2,2020-07-16 18:00:00,86.95,86.95,175.0,49.7,49.7,False,0.0
A2,2020-07-16 20:00:00,88.41,88.41,175.0,50.5,50.5,False,0.0
A2,2020-07-16 22:00:00,64.47,64.47,175.0,36.8,36.8,False,0.0
A3,2020-07-15 00:00:00,163.32,191.24,175.0,93.3,109.3,True,16.24
A3,2020-07-15 01:00:00,165.0,192.79,175.0,94.3,110.2,True,17.79
A3,2020-07-15 02:00:00,174.75,174.81,175.0,99.9,99.9,False,0.0
A3,2020-07-15 03:00:00,172.14,173.33,175.0,98.4,99.0,False,0.0
A3,2020-07-15 04:00:00,164.29,192.5,175.0,93.9,110.0,True,17.5
A3,2020-07-15 05:00:00,153.54,174.36,175.0,87.7,99.6,False,0.0
A3,2020-07-15 06:00:00,67.43,172.62,175.0,38.5,98.6,False,0.0
A3,2020-07-15 07:00:00,56.72,171.02,175.0,32.4,97.7,False,0.0
A3,2020-07-15 08:00:00,100.89,174.14,175.0,57.7,99.5,False,0.0
A3,2020-07-15 09:00:00,116.32,175.0,175.0,66.5,100.0,False,0.0
A3,2020-07-15 10:00:00,112.07,174.67,175.0,64.0,99.8,False,0.0
A3,2020-07-15 11:00:00,129.09,172.05,175.0,73.8,98.3,False,0.0
A3,2020-07-15 12:00:00,138.44,169.93,175.0,79.1,97.1,False,0.0
A3,2020-07-15 13:00:00,135.16,168.28,175.0,77.2,96.2,False,0.0
A3,2020-07-15 14:00:00,119.1,166.79,175.0,68.1,95.3,False,0.0
A3,2020-07-15 15:00:00,102.59,173.56,175.0,58.6,99.2,False,0.0
A3,2020-07-15 16:00:00,92.55,174.53,175.0,52.9,99.7,False,0.0
A3,2020-07-15 17:00:00,47.3,166.74,175.0,27.0,95.3,False,0.0
A3,2020-07-15 18:00:00,173.59,172.71,175.0,99.2,98.7,False,0.0
A3,2020-07-15 19:00:00,174.37,173.92,175.0,99.6,99.4,False,0.0
A3,2020-07-15 20:00:00,174.71,174.46,175.0,99.8,99.7,False,0.0
A3,2020-07-15 21:00:00,29.11,172.71,175.0,16.6,98.7,False,0.0
A3,2020-07-15 22:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A3,2020-07-15 23:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A3,2020-07-16 00:00:00,167.54,167.54,175.0,95.7,95.7,False,0.0
A3,2020-07-16 02:00:00,134.15,134.15,175.0,76.7,76.7,False,0.0
A3,2020-07-16 04:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A3,2020-07-16 06:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A3,2020-07-16 08:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A3,2020-07-16 10:00:00,173.16,173.16,175.0,99.0,99.0,False,0.0
A3,2020-07-16 12:00:00,168.42,168.42,175.0,96.2,96.2,False,0.0
A3,2020-07-16 14:00:00,166.63,166.63,175.0,95.2,95.2,False,0.0
A3,2020-07-16 16:00:00,168.26,168.26,175.0,96.1,96.1,False,0.0
A3,2020-07-16 18:00:00,172.44,172.44,175.0,98.5,98.5,False,0.0
A3,2020-07-16 20:00:00,175.0,175.0,175.0,100.0,100.0,False,0.0
A3,2020-07-16 22:00:00,163.79,163.79,175.0,93.6,93.6,False,0.0
A4,2020-07-15 00:00:00,116.9,142.03,175.0,66.8,81.2,False,0.0
A4,2020-07-15 01:00:00,118.75,144.04,175.0,67.9,82.3,False,0.0
A4,2020-07-15 02:00:00,128.21,130.98,175.0,73.3,74.8,False,0.0
A4,2020-07-15 03:00:00,126.46,130.42,175.0,72.3,74.5,False,0.0
A4,2020-07-15 04:00:00,119.5,145.43,175.0,68.3,83.1,False,0.0
A4,2020-07-15 05:00:00,111.23,131.23,175.0,63.6,75.0,False,0.0
A4,2020-07-15 06:00:00,43.34,129.41,175.0,24.8,73.9,False,0.0
A4,2020-07-15 07:00:00,38.61,128.78,175.0,22.1,73.6,False,0.0
A4,2020-07-15 08:00:00,72.11,129.49,175.0,41.2,74.0,False,0.0
A4,2020-07-15 09:00:00,81.39,129.63,175.0,46.5,74.1,False,0.0
A4,2020-07-15 10:00:00,78.21,129.07,175.0,44.7,73.8,False,0.0
A4,2020-07-15 11:00:00,90.23,126.38,175.0,51.6,72.2,False,0.0
A4,2020-07-15 12:00:00,95.87,123.6,175.0,54.8,70.6,False,0.0
A4,2020-07-15 13:00:00,93.11,121.42,175.0,53.2,69.4,False,0.0
A4,2020-07-15 14:00:00,81.76,119.38,175.0,46.7,68.2,False,0.0
A4,2020-07-15 15:00:00,70.7,127.02,175.0,40.4,72.6,False,0.0
A4,2020-07-15 16:00:00,61.7,126.42,175.0,35.3,72.2,False,0.0
A4,2020-07-15 17:00:00,25.6,118.95,175.0,14.6,68.0,False,0.0
A4,2020-07-15 18:00:00,122.85,123.39,175.0,70.2,70.5,False,0.0
A4,2020-07-15 19:00:00,124.69,124.98,175.0,71.3,71.4,False,0.0
A4,2020-07-15 20:00:00,125.91,127.25,175.0,71.9,72.7,False,0.0
A4,2020-07-15 21:00:00,11.17,126.78,175.0,6.4,72.4,False,0.0
A4,2020-07-15 22:00:00,128.37,130.1,175.0,73.4,74.3,False,0.0
A4,2020-07-15 23:00:00,127.16,131.17,175.0,72.7,75.0,False,0.0
A4,2020-07-16 00:00:00,120.18,120.18,175.0,68.7,68.7,False,0.0
A4,2020-07-16 02:00:00,92.42,92.42,175.0,52.8,52.8,False,0.0
A4,2020-07-16 04:00:00,127.35,127.35,175.0,72.8,72.8,False,0.0
A4,2020-07-16 06:00:00,127.8,127.8,175.0,73.0,73.0,False,0.0
A4,2020-07-16 08:00:00,129.87,129.87,175.0,74.2,74.2,False,0.0
A4,2020-07-16 10:00:00,123.87,123.87,175.0,70.8,70.8,False,0.0
A4,2020-07-16 12:00:00,119.19,119.19,175.0,68.1,68.1,False,0.0
A4,2020-07-16 14:00:00,116.55,116.55,175.0,66.6,66.6,False,0.0
A4,2020-07-16 16:00:00,118.12,118.12,175.0,67.5,67.5,False,0.0
A4,2020-07-16 18:00:00,122.08,122.08,175.0,69.8,69.8,False,0.0
A4,2020-07-16 20:00:00,124.73,124.73,175.0,71.3,71.3,False,0.0
A4,2020-07-16 22:00:00,114.85,114.85,175.0,65.6,65.6,False,0.0
A5,2020-07-15 00:00:00,105.75,124.76,175.0,60.4,71.3,False,0.0
A5,2020-07-15 01:00:00,106.66,125.57,175.0,60.9,71.8,False,0.0
A5,2020-07-15 02:00:00,113.88,114.55,175.0,65.1,65.5,False,0.0
A5,2020-07-15 03:00:00,112.22,113.8,175.0,64.1,65.0,False,0.0
A5,2020-07-15 04:00:00,106.14,125.34,175.0,60.7,71.6,False,0.0
A5,2020-07-15 05:00:00,99.76,114.53,175.0,57.0,65.4,False,0.0
A5,2020-07-15 06:00:00,48.23,113.61,175.0,27.6,64.9,False,0.0
A5,2020-07-15 07:00:00,44.25,112.76,175.0,25.3,64.4,False,0.0
A5,2020-07-15 08:00:00,70.91,114.84,175.0,40.5,65.6,False,0.0
A5,2020-07-15 09:00:00,78.72,115.51,175.0,45.0,66.0,False,0.0
A5,2020-07-15 10:00:00,76.67,115.43,175.0,43.8,66.0,False,0.0
A5,2020-07-15 11:00:00,87.01,113.99,175.0,49.7,65.1,False,0.0
A5,2020-07-15 12:00:00,92.96,112.89,175.0,53.1,64.5,False,0.0
A5,2020-07-15 13:00:00,91.18,112.04,175.0,52.1,64.0,False,0.0
A5,2020-07-15 14:00:00,82.66,111.24,175.0,47.2,63.6,False,0.0
A5,2020-07-15 15:00:00,74.86,117.38,175.0,42.8,67.1,False,0.0
A5,2020-07-15 16:00:00,67.76,116.89,175.0,38.7,66.8,False,0.0
A5,2020-07-15 17:00:00,39.53,111.18,175.0,22.6,63.5,False,0.0
A5,2020-07-15 18:00:00,115.3,114.69,175.0,65.9,65.5,False,0.0
A5,2020-07-15 19:00:00,115.62,115.31,175.0,66.1,65.9,False,0.0
A5,2020-07-15 20:00:00,115.56,115.41,175.0,66.0,66.0,False,0.0
A5,2020-07-15 21:00:00,25.9,114.15,175.0,14.8,65.2,False,0.0
A5,2020-07-15 22:00:00,114.96,115.28,175.0,65.7,65.9,False,0.0
A5,2020-07-15 23:00:00,114.68,115.1,175.0,65.5,65.8,False,0.0
A5,2020-07-16 00:00:00,108.8,108.8,175.0,62.2,62.2,False,0.0
A5,2020-07-16 02:00:00,85.82,85.82,175.0,49.0,49.0,False,0.0
A5,2020-07-16 04:00:00,114.17,114.17,175.0,65.2,65.2,False,0.0
A5,2020-07-16 06:00:00,115.41,115.41,175.0,66.0,66.0,False,0.0
A5,2020-07-16 08:00:00,115.5,115.5,175.0,66.0,66.0,False,0.0
A5,2020-07-16 10:00:00,114.93,114.93,175.0,65.7,65.7,False,0.0
A5,2020-07-16 12:00:00,112.33,112.33,175.0,64.2,64.2,False,0.0
A5,2020-07-16 14:00:00,111.42,111.42,175.0,63.7,63.7,False,0.0
A5,2020-07-16 16:00:00,112.32,112.32,175.0,64.2,64.2,False,0.0
A5,2020-07-16 18:00:00,114.63,114.63,175.0,65.5,65.5,False,0.0
A5,2020-07-16 20:00:00,115.93,115.93,175.0,66.2,66.2,False,0.0
A5,2020-07-16 22:00:00,109.0,109.0,175.0,62.3,62.3,False,0.0
A6,2020-07-15 00:00:00,53.84,46.12,175.0,30.8,26.4,False,0.0
A6,2020-07-15 01:00:00,53.66,43.74,175.0,30.7,25.0,False,0.0
A6,2020-07-15 02:00:00,52.69,36.58,175.0,30.1,20.9,False,0.0
A6,2020-07-15 03:00:00,49.54,32.95,175.0,28.3,18.8,False,0.0
A6,2020-07-15 04:00:00,43.12,31.0,175.0,24.6,17.7,False,0.0
A6,2020-07-15 05:00:00,37.14,26.36,175.0,21.2,15.1,False,0.0
A6,2020-07-15 06:00:00,38.65,24.66,175.0,22.1,14.1,False,0.0
A6,2020-07-15 07:00:00,19.98,9.76,175.0,11.4,5.6,False,0.0
A6,2020-07-15 08:00:00,20.91,17.76,175.0,11.9,10.1,False,0.0
A6,2020-07-15 09:00:00,21.5,14.5,175.0,12.3,8.3,False,0.0
A6,2020-07-15 10:00:00,17.12,10.38,175.0,9.8,5.9,False,0.0
A6,2020-07-15 11:00:00,20.51,9.33,175.0,11.7,5.3,False,0.0
A6,2020-07-15 12:00:00,29.32,12.64,175.0,16.8,7.2,False,0.0
A6,2020-07-15 13:00:00,27.03,15.39,175.0,15.4,8.8,False,0.0
A6,2020-07-15 14:00:00,24.25,19.98,175.0,13.9,11.4,False,0.0
A6,2020-07-15 15:00:00,26.23,17.05,175.0,15.0,9.7,False,0.0
A6,2020-07-15 16:00:00,28.38,20.57,175.0,16.2,11.8,False,0.0
A6,2020-07-15 17:00:00,30.88,27.6,175.0,17.6,15.8,False,0.0
A6,2020-07-15 18:00:00,45.32,35.01,175.0,25.9,20.0,False,0.0
A6,2020-07-15 19:00:00,38.77,33.43,175.0,22.2,19.1,False,0.0
A6,2020-07-15 20:00:00,36.12,24.05,175.0,20.6,13.7,False,0.0
A6,2020-07-15 21:00:00,39.79,27.04,175.0,22.7,15.4,False,0.0
A6,2020-07-15 22:00:00,34.37,23.44,175.0,19.6,13.4,False,0.0
A6,2020-07-15 23:00:00,49.91,21.88,175.0,28.5,12.5,False,0.0
A6,2020-07-16 00:00:00,54.79,54.79,175.0,31.3,31.3,False,0.0
A6,2020-07-16 02:00:00,48.81,48.81,175.0,27.9,27.9,False,0.0
A6,2020-07-16 04:00:00,53.39,53.39,175.0,30.5,30.5,False,0.0
A6,2020-07-16 06:00:00,44.35,44.35,175.0,25.3,25.3,False,0.0
A6,2020-07-16 08:00:00,11.83,11.83,175.0,6.8,6.8,False,0.0
A6,2020-07-16 10:00:00,35.08,35.08,175.0,20.0,20.0,False,0.0
A6,2020-07-16 12:00:00,31.86,31.86,175.0,18.2,18.2,False,0.0
A6,2020-07-16 14:00:00,36.63,36.63,175.0,20.9,20.9,False,0.0
A6,2020-07-16 16:00:00,38.04,38.04,175.0,21.7,21.7,False,0.0
A6,2020-07-16 18:00:00,41.97,41.97,175.0,24.0,24.0,False,0.0
A6,2020-07-16 20:00:00,49.63,49.63,175.0,28.4,28.4,False,0.0
A6,2020-07-16 22:00:00,78.29,78.29,175.0,44.7,44.7,False,0.0
A7,2020-07-15 00:00:00,-70.5,-32.13,400.0,17.6,8.0,False,0.0
A7,2020-07-15 01:00:00,-62.01,-20.04,400.0,15.5,5.0,False,0.0
A7,2020-07-15 02:00:00,-48.43,-20.96,400.0,12.1,5.2,False,0.0
A7,2020-07-15 03:00:00,-45.58,-16.23,400.0,11.4,4.1,False,0.0
A7,2020-07-15 04:00:00,-44.13,1.93,400.0,11.0,0.5,False,0.0
A7,2020-07-15 05:00:00,-51.55,-14.25,400.0,12.9,3.6,False,0.0
A7,2020-07-15 06:00:00,-138.6,-21.8,400.0,34.6,5.4,False,0.0
A7,2020-07-15 07:00:00,-130.57,-13.0,400.0,32.6,3.3,False,0.0
A7,2020-07-15 08:00:00,-103.28,-33.67,400.0,25.8,8.4,False,0.0
A7,2020-07-15 09:00:00,-103.06,-39.15,400.0,25.8,9.8,False,0.0
A7,2020-07-15 10:00:00,-109.51,-42.73,400.0,27.4,10.7,False,0.0
A7,2020-07-15 11:00:00,-110.33,-53.3,400.0,27.6,13.3,False,0.0
A7,2020-07-15 12:00:00,-126.44,-70.27,400.0,31.6,17.6,False,0.0
A7,2020-07-15 13:00:00,-132.91,-83.81,400.0,33.2,21.0,False,0.0
A7,2020-07-15 14:00:00,-146.23,-97.17,400.0,36.6,24.3,False,0.0
A7,2020-07-15 15:00:00,-165.73,-87.94,400.0,41.4,22.0,False,0.0
A7,2020-07-15 16:00:00,-175.98,-90.83,400.0,44.0,22.7,False,0.0
A7,2020-07-15 17:00:00,-213.88,-103.47,400.0,53.5,25.9,False,0.0
A7,2020-07-15 18:00:00,-118.64,-102.05,400.0,29.7,25.5,False,0.0
A7,2020-07-15 19:00:00,-100.95,-92.34,400.0,25.2,23.1,False,0.0
A7,2020-07-15 20:00:00,-86.61,-66.47,400.0,21.7,16.6,False,0.0
A7,2020-07-15 21:00:00,-205.35,-56.99,400.0,51.3,14.2,False,0.0
A7,2020-07-15 22:00:00,-53.02,-34.45,400.0,13.3,8.6,False,0.0
A7,2020-07-15 23:00:00,-67.87,-20.4,400.0,17.0,5.1,False,0.0
A7,2020-07-16 00:00:00,-72.94,-72.94,400.0,18.2,18.2,False,0.0
A7,2020-07-16 02:00:00,-86.45,-86.45,400.0,21.6,21.6,False,0.0
A7,2020-07-16 04:00:00,-61.25,-61.25,400.0,15.3,15.3,False,0.0
A7,2020-07-16 06:00:00,-67.5,-67.5,400.0,16.9,16.9,False,0.0
A7,2020-07-16 08:00:00,-35.7,-35.7,400.0,8.9,8.9,False,0.0
A7,2020-07-16 10:00:00,-100.01,-100.01,400.0,25.0,25.0,False,0.0
A7,2020-07-16 12:00:00,-116.47,-116.47,400.0,29.1,29.1,False,0.0
A7,2020-07-16 14:00:00,-134.8,-134.8,400.0,33.7,33.7,False,0.0
A7,2020-07-16 16:00:00,-129.75,-129.75,400.0,32.4,32.4,False,0.0
A7,2020-07-16 18:00:00,-117.47,-117.47,400.0,29.4,29.4,False,0.0
A7,2020-07-16 20:00:00,-108.0,-108.0,400.0,27.0,27.0,False,0.0
A7,2020-07-16 22:00:00,-137.12,-137.12,400.0,34.3,34.3,False,0.0
A8,2020-07-15 00:00:00,71.02,95.33,175.0,40.6,54.5,False,0.0
A8,2020-07-15 01:00:00,74.95,99.41,175.0,42.8,56.8,False,0.0
A8,2020-07-15 02:00:00,85.21,87.98,175.0,48.7,50.3,False,0.0
A8,2020-07-15 03:00:00,83.48,87.44,175.0,47.7,50.0,False,0.0
A8,2020-07-15 04:00:00,75.85,100.92,175.0,43.3,57.7,False,0.0
A8,2020-07-15 05:00:00,65.41,84.9,175.0,37.4,48.5,False,0.0
A8,2020-07-15 06:00:00,-1.37,80.27,175.0,0.8,45.9,False,0.0
A8,2020-07-15 07:00:00,-10.05,74.75,175.0,5.7,42.7,False,0.0
A8,2020-07-15 08:00:00,18.23,72.21,175.0,10.4,41.3,False,0.0
A8,2020-07-15 09:00:00,22.65,68.51,175.0,12.9,39.1,False,0.0
A8,2020-07-15 10:00:00,16.41,64.62,175.0,9.4,36.9,False,0.0
A8,2020-07-15 11:00:00,24.45,58.8,175.0,14.0,33.6,False,0.0
A8,2020-07-15 12:00:00,26.71,53.1,175.0,15.3,30.3,False,0.0
A8,2020-07-15 13:00:00,21.7,48.61,175.0,12.4,27.8,False,0.0
A8,2020-07-15 14:00:00,9.92,45.3,175.0,5.7,25.9,False,0.0
A8,2020-07-15 15:00:00,-0.64,52.33,175.0,0.4,29.9,False,0.0
A8,2020-07-15 16:00:00,-8.58,52.29,175.0,4.9,29.9,False,0.0
A8,2020-07-15 17:00:00,-40.75,47.08,175.0,23.3,26.9,False,0.0
A8,2020-07-15 18:00:00,53.66,54.12,175.0,30.7,30.9,False,0.0
A8,2020-07-15 19:00:00,57.31,57.56,175.0,32.7,32.9,False,0.0
A8,2020-07-15 20:00:00,61.56,62.79,175.0,35.2,35.9,False,0.0
A8,2020-07-15 21:00:00,-41.79,67.6,175.0,23.9,38.6,False,0.0
A8,2020-07-15 22:00:00,73.73,75.44,175.0,42.1,43.1,False,0.0
A8,2020-07-15 23:00:00,76.32,80.17,175.0,43.6,45.8,False,0.0
A8,2020-07-16 00:00:00,72.7,72.7,175.0,41.5,41.5,False,0.0
A8,2020-07-16 02:00:00,47.9,47.9,175.0,27.4,27.4,False,0.0
A8,2020-07-16 04:00:00,80.53,80.53,175.0,46.0,46.0,False,0.0
A8,2020-07-16 06:00:00,74.07,74.07,175.0,42.3,42.3,False,0.0
A8,2020-07-16 08:00:00,68.38,68.38,175.0,39.1,39.1,False,0.0
A8,2020-07-16 10:00:00,55.15,55.15,175.0,31.5,31.5,False,0.0
A8,2020-07-16 12:00:00,44.94,44.94,175.0,25.7,25.7,False,0.0
A8,2020-07-16 14:00:00,39.63,39.63,175.0,22.6,22.6,False,0.0
A8,2020-07-16 16:00:00,43.08,43.08,175.0,24.6,24.6,False,0.0
A8,2020-07-16 18:00:00,51.8,51.8,175.0,29.6,29.6,False,0.0
A8,2020-07-16 20:00:00,60.89,60.89,175.0,34.8,34.8,False,0.0
A8,2020-07-16 22:00:00,61.19,61.19,175.0,35.0,35.0,False,0.0
A9,2020-07-15 00:00:00,119.06,146.16,175.0,68.0,83.5,False,0.0
A9,2020-07-15 01:00:00,122.73,149.69,175.0,70.1,85.5,False,0.0
A9,2020-07-15 02:00:00,133.25,133.31,175.0,76.1,76.2,False,0.0
A9,2020-07-15 03:00:00,130.67,131.85,175.0,74.7,75.3,False,0.0
A9,2020-07-15 04:00:00,122.16,149.51,175.0,69.8,85.4,False,0.0
A9,2020-07-15 05:00:00,109.36,129.66,175.0,62.5,74.1,False,0.0
A9,2020-07-15 06:00:00,24.46,125.24,175.0,14.0,71.6,False,0.0
A9,2020-07-15 07:00:00,10.0,118.94,175.0,5.7,68.0,False,0.0
A9,2020-07-15 08:00:00,49.09,118.94,175.0,28.0,68.0,False,0.0
A9,2020-07-15 09:00:00,59.8,116.1,175.0,34.2,66.3,False,0.0
A9,2020-07-15 10:00:00,52.62,112.57,175.0,30.1,64.3,False,0.0
A9,2020-07-15 11:00:00,65.78,106.96,175.0,37.6,61.1,False,0.0
A9,2020-07-15 12:00:00,71.9,102.03,175.0,41.1,58.3,False,0.0
A9,2020-07-15 13:00:00,66.45,98.18,175.0,38.0,56.1,False,0.0
A9,2020-07-15 14:00:00,50.03,95.47,175.0,28.6,54.6,False,0.0
A9,2020-07-15 15:00:00,34.04,101.66,175.0,19.5,58.1,False,0.0
A9,2020-07-15 16:00:00,25.03,103.16,175.0,14.3,59.0,False,0.0
A9,2020-07-15 17:00:00,-16.38,97.55,175.0,9.4,55.7,False,0.0
A9,2020-07-15 18:00:00,106.96,106.0,175.0,61.1,60.6,False,0.0
A9,2020-07-15 19:00:00,109.47,108.99,175.0,62.6,62.3,False,0.0
A9,2020-07-15 20:00:00,112.72,112.37,175.0,64.4,64.2,False,0.0
A9,2020-07-15 21:00:00,-21.7,115.69,175.0,12.4,66.1,False,0.0
A9,2020-07-15 22:00:00,122.33,122.31,175.0,69.9,69.9,False,0.0
A9,2020-07-15 23:00:00,125.97,125.81,175.0,72.0,71.9,False,0.0
A9,2020-07-16 00:00:00,121.75,121.75,175.0,69.6,69.6,False,0.0
A9,2020-07-16 02:00:00,91.24,91.24,175.0,52.1,52.1,False,0.0
A9,2020-07-16 04:00:00,129.83,129.83,175.0,74.2,74.2,False,0.0
A9,2020-07-16 06:00:00,123.21,123.21,175.0,70.4,70.4,False,0.0
A9,2020-07-16 08:00:00,115.74,115.74,175.0,66.1,66.1,False,0.0
A9,2020-07-16 10:00:00,106.99,106.99,175.0,61.1,61.1,False,0.0
A9,2020-07-16 12:00:00,96.94,96.94,175.0,55.4,55.4,False,0.0
A9,2020-07-16 14:00:00,92.59,92.59,175.0,52.9,52.9,False,0.0
A9,2020-07-16 16:00:00,96.02,96.02,175.0,54.9,54.9,False,0.0
A9,2020-07-16 18:00:00,104.76,104.76,175.0,59.9,59.9,False,0.0
A9,2020-07-16 20:00:00,113.51,113.51,175.0,64.9,64.9,False,0.0
A9,2020-07-16 22:00:00,112.1,112.1,175.0,64.1,64.1,False,0.0
A10,2020-07-15 00:00:00,26.3,44.49,175.0,15.0,25.4,False,0.0
A10,2020-07-15 01:00:00,31.09,49.17,175.0,17.8,28.1,False,0.0
A10,2020-07-15 02:00:00,39.88,40.55,175.0,22.8,23.2,False,0.0
A10,2020-07-15 03:00:00,38.2,39.78,175.0,21.8,22.7,False,0.0
